Unnamed: 0,name,locality,Preprocessed
898,KPJ Perdana Specialist Hospital,Kota Bharu,"['servis', 'slow', 'babe', 'lol']"
899,KPJ Perdana Specialist Hospital,Kota Bharu,"['waiting', 'one', 'report', 'request', 'insurance', 'take', 'almost', 'month', 'please', 'improve', 'operational', 'system', 'especially', 'unit', 'rekod']"
900,KPJ Perdana Specialist Hospital,Kota Bharu,"['call', 'picked', 'promptly', 'receptionist', 'transfered', 'ed', 'however', 'taken', 'ed', 'staff', 'minute', 'waiting', 'cant', 'understand']"
901,"Dr. Wee Tiang Goh (M.B.B.S. (S'pore) M.R.C.P. (UK) F.R.C.P. (Edin) A.M. (M'sia), Klinik Wee",Kota Bharu,"['fomema', 'de', 'list', 'clinic', 'service', 'always', 'available', 'despite', 'called', 'earlier', 'confirmation', 'doctor', 'suddenly', 'available', 'arrival', 'check']"
902,"Dr. Wee Tiang Goh (M.B.B.S. (S'pore) M.R.C.P. (UK) F.R.C.P. (Edin) A.M. (M'sia), Klinik Wee",Kota Bharu,"['doctor', 'amiable']"
903,"Raja Perempuan Zainab II Hospital, Kota Bharu",Kota Bharu,"['due', 'horrible', 'experience', 'baby', 'warded', 'day', 'also', 'recent', 'case', 'death', 'month', 'old', 'baby', 'reminds', 'awful', 'hospitality', 'also', 'mo', 'nurse', 'rude', 'including', 'one', 'payment', 'counter']"
904,"Raja Perempuan Zainab II Hospital, Kota Bharu",Kota Bharu,"['comment', 'different', 'kl', 'obviously']"
905,"Raja Perempuan Zainab II Hospital, Kota Bharu",Kota Bharu,"['killed', 'month', 'old', 'baby', 'due', 'negligence', 'giving', 'milk', 'expired', 'video', 'viral']"
906,"Raja Perempuan Zainab II Hospital, Kota Bharu",Kota Bharu,"['one', 'day', 'wan', 'na', 'doctor', 'hospital']"
907,"Raja Perempuan Zainab II Hospital, Kota Bharu",Kota Bharu,"['main', 'goverment', 'hospital', 'aspect', 'waiting', 'time', 'que', 'carpark', 'main', 'issue', 'visitor']"
908,Hospital Kuala Krai,Kuala Krai,"['new', 'hospital', 'facility', 'improved']"
909,Hospital Kuala Krai,Kuala Krai,"['need', 'medical', 'record', 'due', 'claim', 'insunrance', 'two', 'month', 'already', 'promise', 'month', 'complete', 'stay', 'pending', 'bad']"
910,Hospital Kuala Krai,Kuala Krai,"['ccu', 'unit', 'staff', 'hospital', 'efficient', 'task']"
911,Hospital Kuala Krai,Kuala Krai,"['hospital', 'deserve', 'star', 'beautiful', 'design', 'construction', 'hospital', 'opened', 'public', 'started', 'operation', 'hospital', 'place', 'can', 'not', 'say', 'like', 'place', 'really', 'good', 'appreciate', 'interior', 'design', 'amunities', 'modern', 'latest', 'equipment', 'even', 'every', 'thing', 'world', 'class', 'hospital', 'located', 'healthy', 'place', 'football', 'ground', 'specialist', 'clinic', 'area', 'really', 'huge', 'massive', 'number', 'parking', 'available', 'beautiful', 'purple', 'theme', 'looking', 'good', 'latest', 'escalaters', 'public', 'lift', 'well', 'managed', 'clean', 'tidy', 'good', 'security', 'system', 'recommend', 'every', 'kind', 'patient', 'wheelchair', 'accessible', 'entrance', 'parking', 'available']"
912,Hospital Kuala Krai,Kuala Krai,"['doctor', 'staff', 'decided', 'make', 'dangdut', 'concert', 'near', 'forensic', 'room', 'icu', 'disrespectful', 'dead', 'family', 'member', 'ashamed', 'janggut', 'panjang', 'tudung', 'labuh', 'tp', 'perangai', 'cam', 'kafir']"
913,Kota Bharu Medical Centre,Kota Bharu,"['service', 'satisfactory', 'doctor', 'nurse', 'friendly', 'helpfull', 'discharged', 'process', 'fast', 'tq', 'kbmc']"
914,Kota Bharu Medical Centre,Kota Bharu,"['good', 'service', 'satisfactory', 'friendly', 'work', 'good', 'treatment', 'comfortable', 'room', 'condition', 'service', 'ok']"
915,Kota Bharu Medical Centre,Kota Bharu,"['bad', 'customer', 'service']"
916,Kota Bharu Medical Centre,Kota Bharu,"['made', 'appointment', 'result', 'review', 'post', 'medical', 'check', 'hour', 'plus', 'register', 'still', 'able', 'see', 'doctor', 'slow', 'service', 'recommended']"
917,Kota Bharu Medical Centre,Kota Bharu,"['recomended', 'service', 'worse', 'gov', 'hospital']"
918,Usains Tech Services Sdn. Bhd.,Kota Bharu,"['poor', 'management']"
919,Usains Tech Services Sdn. Bhd.,Kota Bharu,"['service', 'slow', 'take', 'blood', 'close', 'hour', 'wait', 'orgpon']"
920,Hospital Universiti Sains Malaysia Kubang Kerian,Kota Bharu,"['excellent', 'plenty', 'practical', 'dr', 'parking', 'lot', 'also', 'nurse', 'sometimes', 'dr', 'seem', 'forgotten', 'something']"
921,Hospital Universiti Sains Malaysia Kubang Kerian,Kota Bharu,"['disappointed', 'attitude', 'staff', 'ed', 'rude', 'unfriendly', 'hotline', 'service', 'save', 'day', 'thank', 'friendly', 'service']"
922,Hospital Universiti Sains Malaysia Kubang Kerian,Kota Bharu,"['poor', 'service', 'know', 'discharge', 'patient', 'rude', 'staff', 'payment', 'counter', 'need', 'literally', 'job', 'solve', 'issue', 'expected', 'government', 'service', 'dissapointing', 'experience', 'choose', 'hospital']"
923,Hospital Universiti Sains Malaysia Kubang Kerian,Kota Bharu,"['getting', 'enough', 'info', 'happening', 'around', 'sad']"
924,Hospital Universiti Sains Malaysia Kubang Kerian,Kota Bharu,"['sevices', 'conventional', 'slow', 'advance', 'since', 'well', 'known', 'hospital', 'reporting', 'explaination', 'relative', 'admission', 'extension', 'required', 'clear', 'patient', 'health', 'condition', 'discharge', 'timing']"
925,Usains HUSM Executive Health Services Polyclinic & Ward,Kota Bharu,"['never', 'pick', 'appointment', 'ophthalmologist', 'given', 'cardiologist', 'worst', 'hospital', 'ever']"
926,Usains HUSM Executive Health Services Polyclinic & Ward,Kota Bharu,"['overall', 'satisfactory']"
927,Usains HUSM Executive Health Services Polyclinic & Ward,Kota Bharu,"['please', 'place', 'operator', 'know', 'procedure', 'usains', 'mcm', 'admission', 'etc', 'call', 'usains', 'lift', 'mission', 'bgth', 'admit', 'emergency', 'go', 'emergency', 'said', 'actually', 'x', 'usains', 'mission', 'explain', 'well']"
928,Usains HUSM Executive Health Services Polyclinic & Ward,Kota Bharu,"['usains', 'want', 'standard', 'like', 'private', 'hospital', 'please', 'hire', 'operator', 'answer', 'call', 'never', 'want', 'pick', 'patient', 'call']"
929,Usains HUSM Executive Health Services Polyclinic & Ward,Kota Bharu,"['service', 'slow', 'take', 'blood', 'wait', 'hour', 'people']"
930,Tanah Merah Hospital,Tanah Merah,"['worst', 'ed', 'ever', 'poor', 'service']"
931,Tanah Merah Hospital,Tanah Merah,"['staff', 'sense', 'politeness', 'sent', 'father', 'called', 'hospital', 'never', 'business', 'anymore']"
932,Tanah Merah Hospital,Tanah Merah,"['staff', 'far', 'ok', 'thank', 'helping', 'wife', 'delivered', 'child', 'guard', 'mak', 'guard', 'quite', 'bite', 'unpolite', 'people', 'need', 'teach', 'respect', 'others', 'overall', 'hospital', 'nice', 'quite', 'bite', 'small', 'compare', 'hospital']"
933,Tanah Merah Hospital,Tanah Merah,"['love', 'hospital', 'lot', 'people', 'good', 'service', 'hope', 'hospital', 'well', 'organized', 'miss', 'weird', 'building']"
934,Tanah Merah Hospital,Tanah Merah,"['public', 'government', 'hospital', 'serving', 'local', 'community', 'medical', 'doctor', 'specialist', 'available', 'located', 'top', 'hill', 'hence', 'called', 'hospital', 'atas', 'bukit', 'local', 'people', 'tertiary', 'hospital', 'hour', 'emergency', 'department']"
935,Machang Hospital,Machang,"['hyde', 'said', 'going', 'get']"
936,Machang Hospital,Machang,"['doctor', 'nurse', 'even', 'concerned', 'patient', 'wellbeing', 'tahu', 'bagi', 'ubat', 'tahan', 'sakit', 'je']"
937,Machang Hospital,Machang,"['take', 'long', 'time']"
938,Machang Hospital,Machang,"['nurse', 'dan', 'doctor', 'tak', 'concern', 'give', 'really', 'bad', 'service']"
939,Machang Hospital,Machang,"['bad', 'service', 'slow', 'give', 'zero', 'star', 'would', 'give', 'star']"
940,"Kompleks Rawatan Harian, HRPZ II",Kota Bharu,"['new', 'daily', 'treatment', 'center', 'nice', 'arrival', 'lobby', 'wide', 'comfortable', 'disable', 'people', 'like', 'warm', 'welcome', 'covid', 'detection', 'lobby', 'entrance', 'well', 'organized', 'air', 'conditioning', 'temperature', 'cold', 'nice', 'direction', 'label', 'well', 'designed', 'help', 'keep', 'track', 'going', 'lot', 'chair', 'everywhere', 'wait', 'number', 'called', 'treatment', 'take', 'break', 'elderly', 'people']"
941,"Kompleks Rawatan Harian, HRPZ II",Kota Bharu,"['main', 'lobby']"
942,"School of Medical Sciences, USM",Kota Bharu,"['would', 'recommend', 'university', 'universal', 'level', 'appropriate', 'international', 'student']"
943,"School of Medical Sciences, USM",Kota Bharu,"['work', 'lecturer', 'expect']"
944,Hospital Bahagia Ulu Kinta,Tanjung Rambutan,"['impolite', 'staff', 'bad', 'attitude', 'pusat', 'informasi', 'visitor', 'patient', 'deal', 'staff']"
945,Hospital Bahagia Ulu Kinta,Tanjung Rambutan,"['practical', 'say', 'detail', 'since', 'high', 'secrecy', 'confidential']"
946,Hospital Bahagia Ulu Kinta,Tanjung Rambutan,"['appointment', 'pm', 'got', 'see', 'counselor', 'p', 'told', 'problem', 'seem', 'care', 'one', 'punjabi', 'lady', 'came', 'counselor', 'room', 'way', 'asked', 'question', 'annoyed', 'tone', 'assume', 'depression', 'suspect', 'bipolar', 'disorder', 'depress', 'neither', 'bipolar', 'disorder', 'made', 'cried', 'throughout', 'conversation', 'could', 'give', 'star', 'would']"
947,Hospital Bahagia Ulu Kinta,Tanjung Rambutan,"['quiet', 'peaceful', 'perfect', 'treatment']"
948,Hospital Bahagia Ulu Kinta,Tanjung Rambutan,"['worst', 'place', 'mental', 'health', 'becoming', 'much', 'worst', 'staying', 'worst', 'place', 'horrible', 'staff']"
949,Klinik Pakar Psikiatri,Ipoh,"['bad', 'service', 'please', 'improve']"
950,Hospital Wad Psikiatri | Pesakit Jiwa | Call Us,Tanjung Rambutan,"['special', 'treatment', 'anxiety', 'depression', 'unknown', 'mental', 'deceased']"
951,Hospital Wad Psikiatri | Pesakit Jiwa | Call Us,Tanjung Rambutan,"['one', 'calmest', 'place', 'earth', 'seriously', 'talk']"
952,Kompleks Psikiatri & Kesihatan Mental HSNZ,Kuala Terengganu,"['big', 'comfort', 'health', 'facility', 'new', 'surroundings', 'new', 'asset', 'helpful', 'staff']"
953,TAN & NG Mental Health Specialist,Ipoh,"['dr', 'tan', 'nice', 'good', 'explanation', 'good', 'service', 'really', 'love', 'go', 'thank', 'dr', 'tan']"
954,TAN & NG Mental Health Specialist,Ipoh,"['dr', 'tan', 'really', 'help', 'n', 'really', 'convincing', 'hope', 'medicine', 'work', 'total', 'rm', 'type', 'medicine', 'consultation', 'edited', 'review', 'month', 'bro', 'getting', 'better', 'longer', 'hear', 'voice', 'inside', 'head', 'doc', 'continue', 'medicine', 'month', 'doc', 'medicine', 'suit', 'bro', 'doc', 'started', 'low', 'dose', 'e', 'child', 'dose', 'bro', 'accept', 'doc', 'increase', 'dose', 'adult', 'n', 'really', 'help', 'hope', 'bro', 'recover', 'tq']"
955,TAN & NG Mental Health Specialist,Ipoh,"['good', 'dr', 'really', 'spend', 'time', 'patient', 'explain', 'detail', 'really', 'clearly']"
956,TAN & NG PSYCHIATRY CLINIC (IPOH BRANCH),Ipoh,"['really', 'recommend', 'patient', 'year', 'ago', 'suffering', 'bipolar', 'disorder', 'totally', 'get', 'recovered', 'thank', 'dr', 'tan']"
957,TAN & NG PSYCHIATRY CLINIC (IPOH BRANCH),Ipoh,"['recommended', 'psychiatrist', 'interested', 'selling', 'medication', 'want', 'listen', 'problem', 'give', 'suggestion', 'deal']"
958,TAN & NG PSYCHIATRY CLINIC (IPOH BRANCH),Ipoh,"['dr', 'tan', 'kind', 'service', 'really', 'good', 'plus', 'clinic', 'asst', 'also', 'kind', 'recommended']"
959,TAN & NG PSYCHIATRY CLINIC (IPOH BRANCH),Ipoh,"['warning', 'strongly', 'recommend', 'clinic', 'st', 'consultation', 'charged', 'rm', 'le', 'minute', 'day', 'medicine', 'cost', 'rm', 'repeated', 'visit', 'next', 'day', 'due', 'medicine', 'effective', 'dr', 'told', 'charge', 'consultation', 'fee', 'visit', 'end', 'billed', 'rm', 'want', 'grab', 'money']"
960,Labuan Hospital,Labuan,"['good', 'service', 'hospitality', 'need', 'upgrade', 'term', 'parking']"
961,Labuan Hospital,Labuan,"['hospital', 'labuan', 'offering', 'specialist', 'care', 'ambulatory', 'patient', 'care', 'equipped', 'male', 'female', 'peadiatrics', 'intensive', 'care', 'ward', 'various', 'supporting', 'service', 'non', 'exhaustive', 'list', 'medical', 'laboratory', 'social', 'work', 'occupational', 'physiotherapy', 'pharmacy', 'blood', 'bank', 'forensic', 'etc', 'decent', 'food', 'canteen']"
962,Labuan Hospital,Labuan,"['almost', 'died', 'thanks', 'staff', 'keeping', 'alive']"
963,Labuan Hospital,Labuan,['ok']
964,Labuan Hospital,Labuan,"['fever', 'cough', 'period', 'urghh']"
965,Klinik Millenium,Labuan,"['slow', 'expensive', 'unprofessional', 'staff', 'coming', 'ever']"
966,Klinik Millenium,Labuan,['bad']
967,Klinik Millenium,Labuan,"['professional', 'keep', 'privacy', 'confidential', 'highly', 'recommend', 'anxiety', 'people']"
968,Klinik Millenium,Labuan,"['experience', 'doctor']"
969,Klinik Millenium,Labuan,"['unfriendly', 'employee']"
970,Klinik Wilayah,Labuan,"['took', 'son', 'clinic', 'food', 'poisoning', 'friendly', 'staff', 'doctor']"
971,Klinik Wilayah,Labuan,"['friendly', 'staff', 'waiting', 'time', 'short', 'tq']"
972,Klinik Wilayah,Labuan,"['extremely', 'bad', 'service', 'counter', 'worker', 'speak', 'rudely', 'towards', 'patient', 'also', 'make', 'fun', 'patient', 'asked', 'simple', 'question', 'dont', 'want', 'reply', 'professional', 'disappointed', 'busy', 'work', 'busy', 'gossiping', 'instead', 'please', 'take', 'action', 'asap']"
973,Klinik Wilayah,Labuan,"['dont', 'refer', 'anyone', 'go', 'bad', 'service']"
974,Klinik Wilayah,Labuan,"['fast', 'good', 'service', 'clinic', 'cheapest', 'price', 'gone', 'far']"
975,Family Care Clinic Labuan,Victoria,"['extremely', 'rude', 'staff', 'dr', 'v', 'one', 'wearing', 'spec', 'bald', 'rude', 'deserve', 'doctor', 'shame', 'family', 'care', 'care']"
976,Family Care Clinic Labuan,Victoria,"['fast', 'response', 'good', 'queue', 'social', 'distancing']"
977,Family Care Clinic Labuan,Victoria,"['good', 'service']"
978,Family Care Clinic Labuan,Victoria,"['urgency', 'rtk', 'pcr', 'alternative', 'cilinic', 'given', 'swab', 'covid', 'service', 'cheap']"
979,Family Care Clinic Labuan,Victoria,"['yes', 'staff', 'rude', 'dont', 'need', 'patient', 'especially', 'senior', 'lady', 'dr', 'silva', 'good', 'doctor']"
980,Klinik Wawasan Labuan,Labuan,"['place', 'clean', 'smelled', 'good', 'dr', 'eric', 'extremely', 'professional', 'staff', 'always', 'helpful', 'kind', 'ensured', 'properly', 'informed', 'health', 'care', 'glad', 'chose', 'klinik', 'wawasan', 'would', 'highly', 'recommend', 'anyone']"
981,Klinik Wawasan Labuan,Labuan,"['undergone', 'covid', 'swad', 'test', 'clinic', 'staff', 'carried', 'work', 'diligently', 'quickly', 'even', 'though', 'many', 'client', 'condition', 'clinic', 'clean', 'satisfactory', 'located', 'strategic', 'area', 'make', 'easy', 'people', 'come']"
982,Klinik Wawasan Labuan,Labuan,"['wonderful', 'experience', 'klinik', 'wawasan', 'doctor', 'understanding', 'listens', 'patient', 'problem', 'besides', 'fee', 'covid', 'screening', 'also', 'affordable', 'highly', 'recommended', 'clinic']"
983,Klinik Wawasan Labuan,Labuan,"['clinic', 'open', 'since', 'morning', 'doctor', 'available', 'around', 'pm', 'came', 'two', 'different', 'day', 'different', 'time', 'doctor', 'clinic', 'point', 'opening', 'least', 'get', 'locum', 'doctor', 'clinic', 'main', 'doctor']"
984,Klinik Wawasan Labuan,Labuan,"['great', 'place', 'great', 'experience', 'friendly', 'compassionate', 'staff', 'doctor', 'took', 'time', 'go', 'question', 'doctor', 'really', 'great', 'explaining', 'everything', 'definitely', 'coming']"
985,Klinik Perubatan Ong Sdn. Bhd.,Victoria,"['thanks', 'dr', 'siti', 'klinik', 'perubatan', 'ong', 'jati', 'diagnostic', 'foot', 'pain', 'spot', 'treatment', 'work', 'pain', 'suffering', 'slowly', 'subside']"
986,Klinik Perubatan Ong Sdn. Bhd.,Victoria,"['friendly', 'efficient', 'welcoming', 'staff']"
987,Klinik Perubatan Ong Sdn. Bhd.,Victoria,"['caring', 'physician', 'popular', 'local']"
988,Klinik Perubatan Ong Sdn. Bhd.,Victoria,"['location', 'folder', 'match', 'current', 'location']"
989,Klinik Ramlee & Partners,Labuan,"['hantar', 'anak', 'sebab', 'demam', 'sudah', 'cek', 'suhu', 'di', 'telinga', 'sampai', 'di', 'klinik', 'doktor', 'yang', 'bertugas', 'dia', 'cek', 'suhu', 'pakai', 'termometer', 'yang', 'harga', 'rm', 'dia', 'kasi', 'ketuk', 'dulu', 'termometer', 'cek', 'suhu', 'guna', 'tu', 'pn', 'dia', 'cakap', 'baru', 'serius', 'la', 'doktor', 'dgn', 'guna', 'termometer', 'yang', 'tak', 'proper', 'achieve', 'accurate', 'result', 'ni', 'pesakit', 'dtg', 'tau', 'diagnose', 'la', 'betul', 'recommend', 'clinic']"
990,Klinik Wong & Ung,Victoria,"['one', 'best', 'clinic', 'labuan']"
991,Klinik Wong & Ung,Victoria,"['helpful', 'receptionist']"
992,Klinik Wong & Ung,Victoria,"['far', 'best']"
993,Klinik Suria (Labuan) Sdn. Bhd.,Labuan,"['went', 'twice', 'pregnancy', 'ultrasound', 'checkup', 'front', 'desk', 'service', 'good', 'staff', 'friendly', 'doctor', 'could', 'friendly', 'show', 'effort', 'serve', 'patient', 'greeting', 'smiling', 'short', 'answer', 'given', 'asked', 'question', 'paid', 'service', 'least', 'show', 'effort']"
994,Klinik Suria (Labuan) Sdn. Bhd.,Labuan,"['great', 'customer', 'service', 'consulted', 'doctor', 'always', 'pleasant', 'visit']"
995,Klinik Suria (Labuan) Sdn. Bhd.,Labuan,"['good', 'klinik', 'good', 'doctor']"
996,Klinik Suria (Labuan) Sdn. Bhd.,Labuan,"['long', 'wait', 'medicine', 'potent']"
997,Klinik Suria (Labuan) Sdn. Bhd.,Labuan,"['good', 'clinic']"
998,Klinik Dr Tan,Labuan,"['think', 'clinic', 'good', 'always', 'pasien', 'come', 'even', 'much', 'waiting', 'rtk', 'better', 'develop', 'hospitality', 'good', 'communication', 'good']"
999,Klinik Dr Tan,Labuan,"['went', 'clinic', 'hari', 'raya', 'nd', 'usual', 'doctor', 'see', 'choice', 'see', 'lady', 'dr', 'debie', 'mistaken', 'cincai', 'check', 'ja', 'tu', 'nda', 'sampai', 'minit', 'kali', 'lol']"
1000,Klinik Dr Tan,Labuan,"['reception', 'really', 'attitude', 'sick', 'person', 'coming', 'first', 'time', 'n', 'already', 'clear', 'mind', 'inform', 'put', 'ic', 'box', 'looked', 'never', 'acknowledged', 'letting', 'stand', 'age', 'asked', 'seriously', 'entered', 'thru', 'front', 'door', 'coming', 'thru', 'back', 'door', 'saw', 'bothered', 'open', 'mouth', 'inquire']"
1001,Klinik Dr Tan,Labuan,"['said', 'open', 'doc', 'arrived', 'better', 'state', 'clinic', 'open', 'plus', 'old', 'clinic']"
1002,Klinik Dr Tan,Labuan,"['great', 'service']"
1003,Klinik Leong,Victoria,"['trusted', 'experienced', 'doctor']"
1004,Klinik Pergigian Bakti(Klinik Surgeri & Pergigian Bakti Sdn Bhd),Victoria,"['nurse', 'lovely', 'doctor', 'informative', 'patient', 'answering', 'question', 'setting', 'professional', 'attended', 'male', 'dr', 'physical', 'examination', 'chaperoned', 'nurse', 'assume', 'small', 'gesture', 'made', 'feel', 'safe', 'considering', 'physical', 'examination', 'done', 'male', 'dr', 'highly', 'recommended', 'waiting', 'time', 'bad', 'well']"
1005,Klinik Pergigian Bakti(Klinik Surgeri & Pergigian Bakti Sdn Bhd),Victoria,"['issue', 'waiting', 'line', 'today', 'one', 'waiting', 'line', 'x', 'ray', 'follow', 'twice', 'minute', 'still', 'staff', 'attended', 'follow', 'rd', 'time', 'arrange', 'staff', 'slow', 'follow', 'team', 'please', 'check', 'issue', 'arise', 'today', 'thapril', 'customer', 'done', 'body', 'line', 'waiting', 'x', 'ray', 'service', 'thank']"
1006,Klinik Pergigian Bakti(Klinik Surgeri & Pergigian Bakti Sdn Bhd),Victoria,"['experienced', 'dentist', 'professional', 'performing', 'dental', 'treatment', 'gentle', 'caring', 'recommended', 'dental', 'requirement', 'need', 'please', 'visit', 'klinik', 'pergigian', 'bakti']"
1007,Klinik Pergigian Bakti(Klinik Surgeri & Pergigian Bakti Sdn Bhd),Victoria,"['expensive', 'dental', 'care', 'last', 'week', 'went', 'scaling', 'took', 'min', 'myr', 'gone', 'look', 'mirror', 'really', 'clean', 'completely', 'min', 'earn', 'myr', 'u', 'rich', 'problem', 'u', 'visit']"
1008,Klinik Pergigian Bakti(Klinik Surgeri & Pergigian Bakti Sdn Bhd),Victoria,"['dr', 'mohammad', 'gave', 'detail', 'explanation', 'satisfied', 'definitely', 'recommend', 'pregnant', 'mommy', 'check']"
1009,Klinik Kesihatan Labuan,Victoria,"['best', 'dental', 'clinic', 'among', 'government', 'clinic', 'affordable', 'price', 'efficient', 'friendly', 'staff']"
1010,Klinik Kesihatan Labuan,Victoria,"['klinik', 'pergigian', 'dlm', 'membedai', 'polite', 'service', 'walk', 'late', 'comer', 'make', 'appt', 'day', 'klinik', 'pergigian', 'lvl', 'got', 'stair', 'middle', 'inner', 'staff', 'entrance', 'dont', 'get', 'wrong']"
1011,Klinik Kesihatan Labuan,Victoria,"['handicapped', 'friendly', 'smoking', 'zone', 'covering', 'entire', 'clinic', 'structure', 'perimeter']"
1012,Klinik Kesihatan Labuan,Victoria,"['great', 'government', 'facility', 'providing', 'affordable', 'healthcare', 'wait', 'time', 'bit', 'long']"
1013,Klinik Kesihatan Labuan,Victoria,"['klinik', 'ni', 'memang', 'ramai', 'pengunjung', 'bersih', 'doctor', 'nurse', 'also', 'friendly']"
1014,Klinik Kesihatan UTC Labuan,Labuan,"['worst', 'service', 'ever', 'unprofessional', 'dentist']"
1015,Klinik Kesihatan UTC Labuan,Labuan,"['service', 'good']"
1016,Klinik Kesihatan UTC Labuan,Labuan,['best']
1017,Klinik Kesihatan UTC Labuan,Labuan,['good']
1018,Klinik Kesihatan UTC Labuan,Labuan,"['morning', 'counter', 'service', 'friendly', 'understand', 'evening', 'morning', 'bad', 'mood', 'friendly', 'late']"
1019,Klinik Desa Sungai Lada,Labuan,"['near', 'jer', 'pun']"
1020,Jabatan Perkhidmatan Veterinar (Klinik),Labuan,"['good', 'serve', 'im', 'happy', 'wit', 'pet']"
1021,Jabatan Perkhidmatan Veterinar (Klinik),Labuan,"['inquired', 'bring', 'cat', 'back', 'sabah', 'helpful', 'kind']"
1022,Jabatan Perkhidmatan Veterinar (Klinik),Labuan,"['first', 'impression', 'entering', 'premise', 'counter', 'lady', 'bat', 'rude', 'asked', 'get', 'travel', 'permit', 'sabah', 'cat', 'instantly', 'turned', 'away', 'telling', 'call', 'sabah', 'vet', 'like', 'whattt', 'asked', 'say', 'call', 'told', 'cat', 'still', 'refused', 'entertain', 'saying', 'sabah', 'vet', 'got', 'procedure', 'rudecounterstaff']"
1023,Jabatan Perkhidmatan Veterinar (Klinik),Labuan,"['veteriners', 'great', 'helpful', 'friendly', 'however', 'lady', 'counter', 'rude', 'helpful', 'need', 'limit', 'number', 'people', 'inside', 'crowded', 'especially', 'pandemic', 'better', 'safe', 'sorry']"
1024,Jabatan Perkhidmatan Veterinar (Klinik),Labuan,"['good', 'service', 'friendly', 'staff']"
1025,Pejabat Kesihatan Daerah Wilayah Persekutuan Labuan,Labuan,['thumb']
1026,Labuan Matriculation College,Labuan,"['easier', 'school', 'gpa']"
1027,Labuan Matriculation College,Labuan,"['hello', 'best', 'network', 'coverage', 'college']"
1028,Labuan Matriculation College,Labuan,"['comment', 'experience', 'may', 'seek', 'answer', 'looking']"
1029,Labuan Matriculation College,Labuan,"['studying', 'far', 'college', 'great', 'facility', 'field', 'hall', 'lecture', 'hall', 'class', 'satisfied', 'condition', 'even', 'though', 'broken', 'student', 'active', 'especially', 'sport']"
1030,Labuan Matriculation College,Labuan,"['love', 'kuyuk', 'also', 'meow', 'also', 'elaun']"
1031,State Health Department Federal Territory of Labuan,Victoria,"['good', 'service']"
1032,Universiti Malaysia Sabah Kampus Antarabangsa Labuan,Labuan,['nice']
1033,Pusat Komuniti Kesihatan Mental Putrajaya (MENTARI),Putrajaya,"['show', 'googlemap', 'hard', 'get', 'parking', 'appeared', 'try', 'add']"
1034,Pusat Komuniti Kesihatan Mental Putrajaya (MENTARI),Putrajaya,[]
1035,Pusat Komuniti Kesihatan Mental Putrajaya (MENTARI),Putrajaya,"['professional', 'doctor', 'hide', 'problem', 'acting', 'healthy', 'express', 'share', 'doctor', 'good', 'digging', 'shy']"
1036,Pusat Komuniti Kesihatan Mental Putrajaya (MENTARI),Putrajaya,"['clinic', 'located', 'bottom', 'level', 'block', 'b']"
1037,Specialist Outpatient Medical Clinic,Putrajaya,"['arrived', 'early', 'get', 'parking', 'lot', 'nearest', 'hospital', 'entrance', 'three', 'task', 'today', 'firstly', 'taking', 'inr', 'secondly', 'defer', 'appointment', 'time', 'rehab', 'however', 'need', 'register', 'first', 'half', 'hour', 'appointment', 'time', 'thirdly', 'change', 'appointment', 'day', 'orthopedic', 'clinic', 'another', 'day', 'clash', 'appointment', 'day', 'eye', 'clinic', 'shah', 'alam', 'hospital', 'wahh', 'many', 'ailment', 'akin', 'series', 'needing', 'numerous', 'check', 'workshop', 'putrajaya', 'hospital', 'moderate', 'term', 'waiting', 'time', 'compared', 'government', 'hospital', 'selangor', 'health', 'care', 'service', 'satisfactory', 'although', 'standard', 'quality', 'john', 'hopkins', 'university', 'hospital', 'give', 'star', 'rating']"
1038,Specialist Outpatient Medical Clinic,Putrajaya,"['many', 'specialist', 'department', 'namely', 'obstetrics', 'gynaecology', 'surgery', 'orthopaedic', 'medical', 'opthalmology', 'ent', 'psychiatry', 'audiology', 'dental', 'imaging', 'rehabilitation', 'occupational', 'therapy', 'endocrinology', 'physiotherapy', 'pharmacy']"
1039,Specialist Outpatient Medical Clinic,Putrajaya,"['ear', 'nose', 'throat', 'ent', 'specialist', 'clinic', 'one', 'clinic', 'within', 'premise', 'specialist', 'outpatient', 'medical', 'clinic', 'putrajaya', 'professional', 'experienced', 'doctor', 'diagnose', 'advise', 'ent', 'problem', 'specialist', 'clinic', 'need', 'bring', 'referral', 'letter', 'wish', 'obtain', 'appointment', 'doctor', 'clinic', 'state', 'art', 'equipment', 'head', 'department', 'datuk', 'dr', 'balwinder', 'singh', 'experienced', 'surgeon', 'whose', 'expertise', 'sleep', 'apnoea', 'put', 'patient', 'ease', 'explain', 'delicate', 'medical', 'problem', 'affable', 'manner', 'would', 'understand', 'longstanding', 'patient', 'clinic', 'would', 'hesitate', 'recommend', 'ear', 'nose', 'related', 'condition', 'treatment', 'clinic']"
1040,Specialist Outpatient Medical Clinic,Putrajaya,"['convenient', 'hospital', 'friendly', 'medical', 'staff', 'except', 'parking', 'lot', 'keep', 'guy']"
1041,HPUPM Psychiatry Clinic & Ward,Seri Kembangan,"['small', 'secluded', 'part', 'hbupm', 'quite', 'calming', 'staff', 'rude', 'mean', 'even', 'understand', 'instruction', 'well', 'repeat', 'multiple', 'time']"
